Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Escape Route,Paramore (Deluxe Edition),Not quite a victory to run from your problems,I put my map on the wall in the basement,But it's the only plan that I got,1
Escape Route,Paramore (Deluxe Edition),But it's the only plan that I got,Not quite a victory to run from your problems,It's the only plan that I got,1
Escape Route,Paramore (Deluxe Edition),It's the only plan that I got,But it's the only plan that I got,"And if you try to find me now (Oh, oh, oh)",1
Escape Route,Paramore (Deluxe Edition),"And if you try to find me now (Oh, oh, oh)",It's the only plan that I got,"I'm in all the echoes that have faded out, so",1
Escape Route,Paramore (Deluxe Edition),"I'm in all the echoes that have faded out, so","And if you try to find me now (Oh, oh, oh)",I'm moving on 'cause I just want to feel for once that I belong,4
Escape Route,Paramore (Deluxe Edition),I'm moving on 'cause I just want to feel for once that I belong,"I'm in all the echoes that have faded out, so","And that's what's going on, that's what's going on",1
Escape Route,Paramore (Deluxe Edition),"And that's what's going on, that's what's going on",I'm moving on 'cause I just want to feel for once that I belong,Crossed the state line and called out a warning,1
Escape Route,Paramore (Deluxe Edition),Crossed the state line and called out a warning,"And that's what's going on, that's what's going on","Not too long now, I'll breathe California",1
Escape Route,Paramore (Deluxe Edition),"Not too long now, I'll breathe California",Crossed the state line and called out a warning,Paid my dues and I tried to be loyal,1
Escape Route,Paramore (Deluxe Edition),Paid my dues and I tried to be loyal,"Not too long now, I'll breathe California",But now I'm done with all that,1
Escape Route,Paramore (Deluxe Edition),But now I'm done with all that,Paid my dues and I tried to be loyal,Where I'm going is everyone's story,1
Escape Route,Paramore (Deluxe Edition),Where I'm going is everyone's story,But now I'm done with all that,"We want new lives, we'd love to start over",1
Escape Route,Paramore (Deluxe Edition),"We want new lives, we'd love to start over",Where I'm going is everyone's story,It's not a question of who are we really,1
Escape Route,Paramore (Deluxe Edition),It's not a question of who are we really,"We want new lives, we'd love to start over",It's who we wanna be,1
Escape Route,Paramore (Deluxe Edition),It's who we wanna be,It's not a question of who are we really,"And if you try to find me now (Oh, oh, oh)",1
Escape Route,Paramore (Deluxe Edition),"And if you try to find me now (Oh, oh, oh)",It's who we wanna be,"I'm in all the echoes that have faded out, so",1
Escape Route,Paramore (Deluxe Edition),I'm moving on 'cause I just want to feel for once that I belong,"I'm in all the echoes that have faded out, so",And that's what's going on,3
Escape Route,Paramore (Deluxe Edition),And that's what's going on,I'm moving on 'cause I just want to feel for once that I belong,All that's in between,1
Escape Route,Paramore (Deluxe Edition),All that's in between,And that's what's going on,A brand new life and I is time,1
Escape Route,Paramore (Deluxe Edition),A brand new life and I is time,All that's in between,But time has not been kind,1
Escape Route,Paramore (Deluxe Edition),But time has not been kind,A brand new life and I is time,It's not been kind to me,1
Escape Route,Paramore (Deluxe Edition),It's not been kind to me,But time has not been kind,It's winding backwards,1
Escape Route,Paramore (Deluxe Edition),It's winding backwards,It's not been kind to me,Time has not been kind,1
Escape Route,Paramore (Deluxe Edition),Time has not been kind,It's winding backwards,It's crawling by,1
Escape Route,Paramore (Deluxe Edition),It's crawling by,Time has not been kind,So slowly,1
Escape Route,Paramore (Deluxe Edition),So slowly,It's crawling by,"And if you try to find me now (Oh, oh, oh)",1
Escape Route,Paramore (Deluxe Edition),"And if you try to find me now (Oh, oh, oh)",So slowly,"I'm in all the echoes that have faded out, so",1
Escape Route,Paramore (Deluxe Edition),And that's what's going on,I'm moving on 'cause I just want to feel for once that I belong,"And if you try to find me now (Oh, oh, oh)",1
Escape Route,Paramore (Deluxe Edition),"And if you try to find me now (Oh, oh, oh)",And that's what's going on,"I'm in all the echoes that have faded out, so",1
Escape Route,Paramore (Deluxe Edition),And that's what's going on,I'm moving on 'cause I just want to feel for once that I belong,,1
Native Tongue,Paramore (Deluxe Edition),How can they say,,That it's one way,1
Native Tongue,Paramore (Deluxe Edition),That it's one way,How can they say,When it's the opposite?,1
Native Tongue,Paramore (Deluxe Edition),When it's the opposite?,That it's one way,And how can they know,1
Native Tongue,Paramore (Deluxe Edition),And how can they know,When it's the opposite?,The end of the story,1
Native Tongue,Paramore (Deluxe Edition),The end of the story,And how can they know,Before I tell it?,1
Native Tongue,Paramore (Deluxe Edition),Before I tell it?,The end of the story,'Cause when I walk,1
Native Tongue,Paramore (Deluxe Edition),'Cause when I walk,Before I tell it?,"Your feet, they fall",1
Native Tongue,Paramore (Deluxe Edition),"Your feet, they fall",'Cause when I walk,To the same beat,1
Native Tongue,Paramore (Deluxe Edition),To the same beat,"Your feet, they fall",Or maybe we're from two different worlds,1
Native Tongue,Paramore (Deluxe Edition),Or maybe we're from two different worlds,To the same beat,But we've got our own language,1
Native Tongue,Paramore (Deluxe Edition),But we've got our own language,Or maybe we're from two different worlds,We talk to people,1
Native Tongue,Paramore (Deluxe Edition),We talk to people,But we've got our own language,But they never understand,1
Native Tongue,Paramore (Deluxe Edition),But they never understand,We talk to people,They think we're crazy,2
Native Tongue,Paramore (Deluxe Edition),They think we're crazy,But they never understand,'Cause it sounds like noise,1
Native Tongue,Paramore (Deluxe Edition),'Cause it sounds like noise,They think we're crazy,When we're speaking in our native,1
Native Tongue,Paramore (Deluxe Edition),When we're speaking in our native,'Cause it sounds like noise,Speaking in our native tongue,1
Native Tongue,Paramore (Deluxe Edition),Speaking in our native tongue,When we're speaking in our native,We're speaking in our native,2
Native Tongue,Paramore (Deluxe Edition),We're speaking in our native,Speaking in our native tongue,Speaking in our native tongue,3
Native Tongue,Paramore (Deluxe Edition),Speaking in our native tongue,We're speaking in our native,We used to live,1
Native Tongue,Paramore (Deluxe Edition),We used to live,Speaking in our native tongue,Like we were strangers,1
Native Tongue,Paramore (Deluxe Edition),Like we were strangers,We used to live,We didn't know any better,1
Native Tongue,Paramore (Deluxe Edition),We didn't know any better,Like we were strangers,We didn't fit,1
Native Tongue,Paramore (Deluxe Edition),We didn't fit,We didn't know any better,In with the out crowd,1
Native Tongue,Paramore (Deluxe Edition),In with the out crowd,We didn't fit,So we gave in,1
Native Tongue,Paramore (Deluxe Edition),So we gave in,In with the out crowd,And we shut our mouths,1
Native Tongue,Paramore (Deluxe Edition),And we shut our mouths,So we gave in,"But oh, I love your history",1
Native Tongue,Paramore (Deluxe Edition),"But oh, I love your history",And we shut our mouths,And I can take it,1
Native Tongue,Paramore (Deluxe Edition),And I can take it,"But oh, I love your history",And when you talk in code to me,1
Native Tongue,Paramore (Deluxe Edition),And when you talk in code to me,And I can take it,I can translate it,1
Native Tongue,Paramore (Deluxe Edition),I can translate it,And when you talk in code to me,We talk to people,1
Native Tongue,Paramore (Deluxe Edition),We talk to people,I can translate it,But they never understand,1
Native Tongue,Paramore (Deluxe Edition),They think we're crazy,But they never understand,'Cause it sounds like noise to them,1
Native Tongue,Paramore (Deluxe Edition),'Cause it sounds like noise to them,They think we're crazy,Ain't it strange,1
Native Tongue,Paramore (Deluxe Edition),Ain't it strange,'Cause it sounds like noise to them,All the things you hear,1
Native Tongue,Paramore (Deluxe Edition),All the things you hear,Ain't it strange,When you sit,1
Native Tongue,Paramore (Deluxe Edition),When you sit,All the things you hear,And listen?,1
Native Tongue,Paramore (Deluxe Edition),And listen?,When you sit,When we're speaking in our native,1
Native Tongue,Paramore (Deluxe Edition),When we're speaking in our native,And listen?,Speaking in our native tongue,1
Native Tongue,Paramore (Deluxe Edition),Speaking in our native tongue,We're speaking in our native,And all this time I've been wasting my breath,2
Native Tongue,Paramore (Deluxe Edition),And all this time I've been wasting my breath,Speaking in our native tongue,Just wasting my words on everyone else,2
Native Tongue,Paramore (Deluxe Edition),Just wasting my words on everyone else,And all this time I've been wasting my breath,Now speaking in my native,1
Native Tongue,Paramore (Deluxe Edition),Now speaking in my native,Just wasting my words on everyone else,Speaking in my native tongue,1
Native Tongue,Paramore (Deluxe Edition),Speaking in my native tongue,Now speaking in my native,So come on,1
Native Tongue,Paramore (Deluxe Edition),So come on,Speaking in my native tongue,Talk it out,1
Native Tongue,Paramore (Deluxe Edition),Talk it out,So come on,So come on,2
Native Tongue,Paramore (Deluxe Edition),So come on,Talk it out,Talk it out,1
Native Tongue,Paramore (Deluxe Edition),So come on,Talk it out,"And talk, talk, talk, talk, talk",1
Native Tongue,Paramore (Deluxe Edition),"And talk, talk, talk, talk, talk",So come on,Talk it out,2
Native Tongue,Paramore (Deluxe Edition),Talk it out,"And talk, talk, talk, talk, talk","(Your voice, it brought me back from the dead, somehow)",1
Native Tongue,Paramore (Deluxe Edition),"(Your voice, it brought me back from the dead, somehow)",Talk it out,So come on,1
Native Tongue,Paramore (Deluxe Edition),So come on,"(Your voice, it brought me back from the dead, somehow)","And talk, talk, talk, talk, talk",1
Native Tongue,Paramore (Deluxe Edition),Talk it out,"And talk, talk, talk, talk, talk",Out!,1
Native Tongue,Paramore (Deluxe Edition),Out!,Talk it out,Out!,1
Native Tongue,Paramore (Deluxe Edition),Out!,Out!,Out!,1
Native Tongue,Paramore (Deluxe Edition),Out!,Out!,Speaking in our native,1
Native Tongue,Paramore (Deluxe Edition),Speaking in our native,Out!,Speaking in our native tongue,1
Native Tongue,Paramore (Deluxe Edition),Speaking in our native tongue,Speaking in our native,We're speaking in our native,1
Native Tongue,Paramore (Deluxe Edition),Just wasting my words on everyone else,And all this time I've been wasting my breath,I'm speaking in my native,1
Native Tongue,Paramore (Deluxe Edition),I'm speaking in my native,Just wasting my words on everyone else,Speaking in my native tongue,1
Native Tongue,Paramore (Deluxe Edition),Speaking in my native tongue,I'm speaking in my native,,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),Maybe it's been years since I genuinely smiled,,And maybe it's been years since I wanted to be a part of anything,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),And maybe it's been years since I wanted to be a part of anything,Maybe it's been years since I genuinely smiled,"But lately I've been good, you know, I've actually been great",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"But lately I've been good, you know, I've actually been great",And maybe it's been years since I wanted to be a part of anything,"Man, I even laughed a little today, oh, so strange, so strange",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Man, I even laughed a little today, oh, so strange, so strange","But lately I've been good, you know, I've actually been great","Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, because I'm happy now","Man, I even laughed a little today, oh, so strange, so strange","Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, because I'm happy now","Tell me it's okay to be happy now, because I'm happy now","Tell me it's okay, tell me it's okay",2
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay to be happy now, because I'm happy now","Tell me it's okay, tell me it's okay",2
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay",Thought it was my right to be as sorry as I wanted to be,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),Thought it was my right to be as sorry as I wanted to be,"Tell me it's okay, tell me it's okay",I wasted all my teenage years being a misery factory,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),I wasted all my teenage years being a misery factory,Thought it was my right to be as sorry as I wanted to be,"But something had to give, I had to finally see the light",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"But something had to give, I had to finally see the light",I wasted all my teenage years being a misery factory,I think at 23 it's time to practice what I preach,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),I think at 23 it's time to practice what I preach,"But something had to give, I had to finally see the light",And what I preach is,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),And what I preach is,I think at 23 it's time to practice what I preach,"Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, because I'm happy now",And what I preach is,"Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay",All my wasted hope,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),All my wasted hope,"Tell me it's okay, tell me it's okay",I let go when I should've held tighter,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),I let go when I should've held tighter,All my wasted hope,And now when the is sun out,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),And now when the is sun out,I let go when I should've held tighter,I let it burn,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),I let it burn,And now when the is sun out,", not afraid to feel it shine on me",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),", not afraid to feel it shine on me",I let it burn,It's okay,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),It's okay,", not afraid to feel it shine on me","Tell me it's okay, tell me it's okay",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay",It's okay,"Tell me it's okay, tell me it's okay",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay",3
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay",Tell me it's okay,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),Tell me it's okay,"Tell me it's okay, tell me it's okay","Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, because I'm happy now",Tell me it's okay,"Tell me it's okay to be happy now, my life is finally leveling out,",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, my life is finally leveling out,","Tell me it's okay to be happy now, because I'm happy now",so,1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),so,"Tell me it's okay to be happy now, my life is finally leveling out,","Tell me it's okay to be happy now, because I'm happy now",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, because I'm happy now",so,"Tell me it's okay to be happy now, my life is finally leveling out, so",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay to be happy now, my life is finally leveling out, so","Tell me it's okay to be happy now, because I'm happy now","Tell me it's okay, tell me it's okay",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay to be happy now, my life is finally leveling out, so","Tell me it's okay, tell me it's okay",1
Tell Me It's Okay (Demo),Paramore (Deluxe Edition),"Tell me it's okay, tell me it's okay","Tell me it's okay, tell me it's okay",,1
Hard Times,After Laughter,"One, two",,All that I want,1
Hard Times,After Laughter,All that I want,"One, two",Is to wake up fine,1
Hard Times,After Laughter,Is to wake up fine,All that I want,Tell me that I'm alright,1
Hard Times,After Laughter,Tell me that I'm alright,Is to wake up fine,That I ain't gonna die,1
Hard Times,After Laughter,That I ain't gonna die,Tell me that I'm alright,All that I want,1
Hard Times,After Laughter,All that I want,That I ain't gonna die,Is a hole in the ground,1
Hard Times,After Laughter,Is a hole in the ground,All that I want,You can tell me when it's alright,1
Hard Times,After Laughter,You can tell me when it's alright,Is a hole in the ground,For me to come out,1
Hard Times,After Laughter,For me to come out,You can tell me when it's alright,Hard times,1
Hard Times,After Laughter,Hard times,For me to come out,Gonna make you wonder why you even try,1
Hard Times,After Laughter,Gonna make you wonder why you even try,Hard times,Hard times,4
Hard Times,After Laughter,Hard times,Gonna make you wonder why you even try,Gonna take you down and laugh when you cry,4
Hard Times,After Laughter,Gonna take you down and laugh when you cry,Hard times,These lives,4
Hard Times,After Laughter,These lives,Gonna take you down and laugh when you cry,And I still don't know how I even survive,4
Hard Times,After Laughter,And I still don't know how I even survive,These lives,"Hard times, hard times",2
Hard Times,After Laughter,"Hard times, hard times",And I still don't know how I even survive,And I gotta get to rock bottom,1
Hard Times,After Laughter,And I gotta get to rock bottom,"Hard times, hard times",(Uh),1
Hard Times,After Laughter,(Uh),And I gotta get to rock bottom,Walking around,1
Hard Times,After Laughter,Walking around,(Uh),With my little rain cloud,1
Hard Times,After Laughter,With my little rain cloud,Walking around,Hangin' over my head,1
Hard Times,After Laughter,Hangin' over my head,With my little rain cloud,And it ain't coming down,1
Hard Times,After Laughter,And it ain't coming down,Hangin' over my head,Where do I go?,1
Hard Times,After Laughter,Where do I go?,And it ain't coming down,Give me some sort of sign,1
Hard Times,After Laughter,Give me some sort of sign,Where do I go?,You hit me with lightning,1
Hard Times,After Laughter,You hit me with lightning,Give me some sort of sign,Maybe I'll come alive,1
Hard Times,After Laughter,Maybe I'll come alive,You hit me with lightning,Hard times,1
Hard Times,After Laughter,Hard times,Maybe I'll come alive,Gonna make you wonder why you even try,1
Hard Times,After Laughter,"Hard times, hard times",And I still don't know how I even survive,And I gotta hit rock bottom,1
Hard Times,After Laughter,And I gotta hit rock bottom,"Hard times, hard times",(Uh),1
Hard Times,After Laughter,(Uh),And I gotta hit rock bottom,Tell my friends I'm coming down,1
Hard Times,After Laughter,Tell my friends I'm coming down,(Uh),We'll kick it when I hit the ground,1
Hard Times,After Laughter,We'll kick it when I hit the ground,Tell my friends I'm coming down,Tell my friends I'm coming down,1
Hard Times,After Laughter,Tell my friends I'm coming down,We'll kick it when I hit the ground,We'll kick it when I hit the ground,1
Hard Times,After Laughter,We'll kick it when I hit the ground,Tell my friends I'm coming down,When I hit the ground,1
Hard Times,After Laughter,When I hit the ground,We'll kick it when I hit the ground,When I hit the ground,1
Hard Times,After Laughter,When I hit the ground,When I hit the ground,When I hit the ground,2
Hard Times,After Laughter,When I hit the ground,When I hit the ground,Hard times,1
Hard Times,After Laughter,Hard times,When I hit the ground,Gonna make you wonder why you even try,1
Hard Times,After Laughter,And I still don't know how I even survive,These lives,"Hard times (Hard times), hard times (Hard times)",1
Hard Times,After Laughter,"Hard times (Hard times), hard times (Hard times)",And I still don't know how I even survive,Hard times,1
Hard Times,After Laughter,Hard times,"Hard times (Hard times), hard times (Hard times)",Gonna make you wonder why you even try,1
Hard Times,After Laughter,And I still don't know how I even survive,These lives,"Hard times (Hard times), hard times",1
Hard Times,After Laughter,"Hard times (Hard times), hard times",And I still don't know how I even survive,Hard times,1
Hard Times,After Laughter,Hard times,"Hard times (Hard times), hard times",Makes you wonder why you even try,1
Hard Times,After Laughter,Makes you wonder why you even try,Hard times,Makes you wonder why you even try,1
Hard Times,After Laughter,Makes you wonder why you even try,Makes you wonder why you even try,Makes you wonder why you even try,1
Hard Times,After Laughter,Makes you wonder why you even try,Makes you wonder why you even try,Makes you wonder,1
Hard Times,After Laughter,Makes you wonder,Makes you wonder why you even try,Hard times,1
Hard Times,After Laughter,Hard times,Makes you wonder,Still don't know how I even survive,1
Hard Times,After Laughter,Still don't know how I even survive,Hard times,Still don't know how I even survive,1
Hard Times,After Laughter,Still don't know how I even survive,Still don't know how I even survive,Still don't know how I even survive,1
Hard Times,After Laughter,Still don't know how I even survive,Still don't know how I even survive,Still don't know how I survive,1
Hard Times,After Laughter,Still don't know how I survive,Still don't know how I even survive,And I gotta get to rock bottom,1
Hard Times,After Laughter,And I gotta get to rock bottom,Still don't know how I survive,(Uh),1
Hard Times,After Laughter,(Uh),And I gotta get to rock bottom,,1
Rose-Colored Boy,After Laughter,"Low-key, no pressure",,Just hang with me and my weather,1
Rose-Colored Boy,After Laughter,Just hang with me and my weather,"Low-key, no pressure","Low-key, no pressure",2
Rose-Colored Boy,After Laughter,"Low-key, no pressure",Just hang with me and my weather,Just hang with me and my weather,2
Rose-Colored Boy,After Laughter,Just hang with me and my weather,"Low-key, no pressure",Rose-colored boy,1
Rose-Colored Boy,After Laughter,Rose-colored boy,Just hang with me and my weather,I hear you makin' all that noise about the world you want to see,1
Rose-Colored Boy,After Laughter,I hear you makin' all that noise about the world you want to see,Rose-colored boy,"And, oh, I'm so annoyed",1
Rose-Colored Boy,After Laughter,"And, oh, I'm so annoyed",I hear you makin' all that noise about the world you want to see,'Cause I just killed off what was left of the optimist in me,1
Rose-Colored Boy,After Laughter,'Cause I just killed off what was left of the optimist in me,"And, oh, I'm so annoyed","And, ooh, hearts are breakin' and wars are ragin' on",1
Rose-Colored Boy,After Laughter,"And, ooh, hearts are breakin' and wars are ragin' on",'Cause I just killed off what was left of the optimist in me,"And I have taken, uh, my glasses off",1
Rose-Colored Boy,After Laughter,"And I have taken, uh, my glasses off","And, ooh, hearts are breakin' and wars are ragin' on","You got me nervous, I'm right at the end of my rope",1
Rose-Colored Boy,After Laughter,"You got me nervous, I'm right at the end of my rope","And I have taken, uh, my glasses off","A half-empty girl, don't make me laugh, I'll choke",1
Rose-Colored Boy,After Laughter,"A half-empty girl, don't make me laugh, I'll choke","You got me nervous, I'm right at the end of my rope",Just let me cry a little bit longer,1
Rose-Colored Boy,After Laughter,Just let me cry a little bit longer,"A half-empty girl, don't make me laugh, I'll choke",I ain't gon' smile if I don't want to,1
Rose-Colored Boy,After Laughter,I ain't gon' smile if I don't want to,Just let me cry a little bit longer,"Hey, man, we all can't be like you",3
Rose-Colored Boy,After Laughter,"Hey, man, we all can't be like you",I ain't gon' smile if I don't want to,I wish we were all rose-colored too,3
Rose-Colored Boy,After Laughter,I wish we were all rose-colored too,"Hey, man, we all can't be like you",My rose-colored boy,3
Rose-Colored Boy,After Laughter,My rose-colored boy,I wish we were all rose-colored too,"Low-key, no pressure",2
Rose-Colored Boy,After Laughter,"Low-key, no pressure",My rose-colored boy,Just hang with me and my weather,2
Rose-Colored Boy,After Laughter,Just hang with me and my weather,"Low-key, no pressure",And I want you to stop insisting that I'm not,1
Rose-Colored Boy,After Laughter,And I want you to stop insisting that I'm not,Just hang with me and my weather,A lost cause 'cause I been through a lot,1
Rose-Colored Boy,After Laughter,A lost cause 'cause I been through a lot,And I want you to stop insisting that I'm not,"And, really, all I've got is just to stay pissed off",1
Rose-Colored Boy,After Laughter,"And, really, all I've got is just to stay pissed off",A lost cause 'cause I been through a lot,If it's alright by you,1
Rose-Colored Boy,After Laughter,If it's alright by you,"And, really, all I've got is just to stay pissed off",But hearts are breakin' and wars are ragin' on,1
Rose-Colored Boy,After Laughter,But hearts are breakin' and wars are ragin' on,If it's alright by you,"And I have taken, uh, my glasses off",1
Rose-Colored Boy,After Laughter,"And I have taken, uh, my glasses off",But hearts are breakin' and wars are ragin' on,You got me nervous when you're turnin' it into a joke,1
Rose-Colored Boy,After Laughter,You got me nervous when you're turnin' it into a joke,"And I have taken, uh, my glasses off","A half-empty girl, don't make me laugh, I'll -",1
Rose-Colored Boy,After Laughter,"A half-empty girl, don't make me laugh, I'll -",You got me nervous when you're turnin' it into a joke,Just let me cry a little bit longer,1
Rose-Colored Boy,After Laughter,Just let me cry a little bit longer,"A half-empty girl, don't make me laugh, I'll -",I ain't gon' smile if I don't want to,1
Rose-Colored Boy,After Laughter,My rose-colored boy,I wish we were all rose-colored too,"Hmm, ooh",1
Rose-Colored Boy,After Laughter,"Hmm, ooh",My rose-colored boy,Leave me here a little bit longer,1
Rose-Colored Boy,After Laughter,Leave me here a little bit longer,"Hmm, ooh",I think I wanna stay in the car,1
Rose-Colored Boy,After Laughter,I think I wanna stay in the car,Leave me here a little bit longer,I don't want anybody seein' me cry now,1
Rose-Colored Boy,After Laughter,I don't want anybody seein' me cry now,I think I wanna stay in the car,You say we gotta look on the bright side,1
Rose-Colored Boy,After Laughter,You say we gotta look on the bright side,I don't want anybody seein' me cry now,"I say, ""Well, maybe if you wanna go blind""",1
Rose-Colored Boy,After Laughter,"I say, ""Well, maybe if you wanna go blind""",You say we gotta look on the bright side,You say my eyes are gettin' too dark now,1
Rose-Colored Boy,After Laughter,You say my eyes are gettin' too dark now,"I say, ""Well, maybe if you wanna go blind""","But, boy, you ain't ever seen my mind",1
Rose-Colored Boy,After Laughter,"But, boy, you ain't ever seen my mind",You say my eyes are gettin' too dark now,Just let me cry a little bit longer,1
Rose-Colored Boy,After Laughter,Just let me cry a little bit longer,"But, boy, you ain't ever seen my mind",I ain't gon' smile if I don't want to,1
Rose-Colored Boy,After Laughter,My rose-colored boy,I wish we were all rose-colored too,Just let me cry a little bit longer,1
Rose-Colored Boy,After Laughter,Just let me cry a little bit longer,My rose-colored boy,I ain't gon' smile if I don't want to,1
Rose-Colored Boy,After Laughter,I ain't gon' smile if I don't want to,Just let me cry a little bit longer,I know we all can't be like you,1
Rose-Colored Boy,After Laughter,I know we all can't be like you,I ain't gon' smile if I don't want to,I wish we were all rose-colored too,1
Rose-Colored Boy,After Laughter,I wish we were all rose-colored too,I know we all can't be like you,My rose-colored boy,1
Rose-Colored Boy,After Laughter,Just hang with me and my weather,"Low-key, no pressure",,1
Told You So,After Laughter,For all I know,,The best is over and the worst is yet to come,1
Told You So,After Laughter,The best is over and the worst is yet to come,For all I know,Is it enough,1
Told You So,After Laughter,Is it enough,The best is over and the worst is yet to come,To keep on hopin' when the rest have given up?,1
Told You So,After Laughter,To keep on hopin' when the rest have given up?,Is it enough,And they go,1
Told You So,After Laughter,And they go,To keep on hopin' when the rest have given up?,"""I hate to say 'I told you so'""",1
Told You So,After Laughter,"""I hate to say 'I told you so'""",And they go,But they love to say they told me so,2
Told You So,After Laughter,But they love to say they told me so,"""I hate to say 'I told you so'""","""I hate to say 'I told you so'""",3
Told You So,After Laughter,"""I hate to say 'I told you so'""",But they love to say they told me so,But they love to say they told me,3
Told You So,After Laughter,But they love to say they told me,"""I hate to say 'I told you so'""","Say, they say they told me",2
Told You So,After Laughter,"Say, they say they told me",But they love to say they told me,"Say, they say they told me",2
Told You So,After Laughter,"Say, they say they told me","Say, they say they told me","Well, you say, you say you told me",2
Told You So,After Laughter,"Well, you say, you say you told me","Say, they say they told me",I know you like,1
Told You So,After Laughter,I know you like,"Well, you say, you say you told me",When I admit that I was wrong and you were right,1
Told You So,After Laughter,When I admit that I was wrong and you were right,I know you like,At least I try,1
Told You So,After Laughter,At least I try,When I admit that I was wrong and you were right,To keep my cool when I am thrown into a fire,1
Told You So,After Laughter,To keep my cool when I am thrown into a fire,At least I try,And they go,1
Told You So,After Laughter,And they go,To keep my cool when I am thrown into a fire,"""I hate to say 'I told you so'""",1
Told You So,After Laughter,"Well, you say, you say you told me","Say, they say they told me",Throw me into the fire,1
Told You So,After Laughter,Throw me into the fire,"Well, you say, you say you told me","Throw me in, pull me out again",1
Told You So,After Laughter,"Throw me in, pull me out again",Throw me into the fire,Throw me into the fire,8
Told You So,After Laughter,Throw me into the fire,"Throw me in, pull me out again","Throw me in, pull me out again",8
Told You So,After Laughter,"Throw me in, pull me out again",Throw me into the fire,"""I hate to say 'I told you so'""",1
Told You So,After Laughter,"""I hate to say 'I told you so'""","Throw me in, pull me out again",But they love to say they told me so,1
Told You So,After Laughter,But they love to say they told me,"""I hate to say 'I told you so'""","(Throw me into the fire, throw me in)",1
Told You So,After Laughter,"(Throw me into the fire, throw me in)",But they love to say they told me,"Say, they say they told me",1
Told You So,After Laughter,"Say, they say they told me","(Throw me into the fire, throw me in)","(Throw me into the fire, throw me in)",2
Told You So,After Laughter,"(Throw me into the fire, throw me in)","Say, they say they told me","Say, they say they told me",1
Told You So,After Laughter,"(Throw me into the fire, throw me in)","Say, they say they told me","Well, you say, you say you told me",1
Told You So,After Laughter,"Well, you say, you say you told me","(Throw me into the fire, throw me in)","(Say they told me, say they told me)",1
Told You So,After Laughter,"(Say they told me, say they told me)","Well, you say, you say you told me","""Told you so""",1
Told You So,After Laughter,"""Told you so""","(Say they told me, say they told me)",,1
Forgiveness,After Laughter,"You hurt me bad this time, no coming back",,"And I cried 'til I couldn't cry, another heart attack",1
Forgiveness,After Laughter,"And I cried 'til I couldn't cry, another heart attack","You hurt me bad this time, no coming back","If I lay on the floor, maybe I'll wake up",1
